Distance_(microns),SERCA_gray_avg_wd1,SERCA_gray_avg_wd2,SERCA_gray_avg_wd3,SERCA_gray_avg_wd4,SERCA_gray_avg_wd5,SERCA_gray_avg_wd6,SERCA_gray_avg_wd7,SERCA_gray_avg_wd8,mCherry_gray_avg_wd1,mCherry_gray_avg_wd2,mCherry_gray_avg_wd3,mCherry_gray_avg_wd5,mCherry_gray_avg_wd6,mCherry_gray_avg_wd6,mCherry_gray_avg_wd8
188.851,605.8996667,583.686,530.748,423.9243333,498.2983333,522.2866667,456.8973333,421.2886667,,,,,,,
189.078,622.4643333,591.1716667,513.4273333,409.7916667,506.7883333,508.3076667,466.3333333,421.832,,,,,,,
189.305,592.7376667,584.9286667,506.4086667,401.0456667,511.3966667,492.741,451.51,434.1066667,,,,,,,
189.532,578.743,568.8493333,498.8183333,402.246,507.5236667,529.515,449.0096667,408.8496667,,,,,,,
189.759,600.7866667,578.6226667,504.534,417.3333333,537.58,526.3496667,454.995,407.0676667,,,,,,,
189.986,620.9493333,577.9456667,509.668,433.004,516.7093333,502.6666667,442.098,427.709,,,,,,,
190.213,609.4723333,584.6146667,507.0286667,434.4393333,476.5976667,506.7943333,447.706,425.6956667,,,,,,,
190.44,596.2013333,574.025,517.9006667,429.1023333,479.833,522.922,471.4216667,400.6893333,,,,,,,
190.667,591.97,592.8826667,527.118,423.3786667,489.5713333,505.851,472.608,405.989,,,,,,,
190.894,593.4313333,599.055,509.9053333,406.038,506.273,489.382,471.6276667,428.861,,,,,,,
191.121,609.411,589.2063333,493.9803333,400.273,517.931,499.7236667,467.049,429.7863333,,,,,,,
191.348,610.862,597.7876667,498.138,409.7313333,526.622,507.786,448.853,431.2996667,,,,,,,
191.575,616.065,609.47,512.6576667,409.2726667,500.4593333,533.1943333,444.402,414.3273333,,,,,,,
191.802,616.549,603.3406667,510.3476667,405.053,500.2936667,523.3333333,446.941,424.1576667,,,,,,,
192.029,608.4783333,604.2466667,508.2116667,411.7423333,524.472,504.2343333,450.897,437.4496667,,,,,,,
192.256,577.3746667,609.9773333,512.0953333,423.8333333,531.4683333,543.531,457.6076667,413.168,,,,,,,
192.483,568.3346667,600.1053333,513.774,418.0376667,504.5753333,558.06,463.5836667,413.2583333,,,,,,,
192.71,592.6793333,592.2473333,499.216,399.663,484.2903333,560.4213333,468.3236667,437.055,,,,,,,
192.937,600.302,581.0316667,506.4173333,405.4996667,508.5006667,542.7823333,469.8333333,442.3916667,,,,,,,
193.164,612.9853333,608.4746667,516.1626667,409.019,507.3553333,533.3333333,461.1666667,434.3226667,,,,,,,
193.391,599.2146667,622.1436667,520.35,397.6363333,513.2193333,537.1013333,457.0293333,436.5296667,,,,,,,
193.618,590.1263333,590.615,520.06,392.8256667,480.6973333,516.7093333,449.2743333,430.1143333,,,,,,,
193.845,606.3093333,569.8676667,515.9846667,391.6063333,505.8876667,512.9573333,453.1666667,421.2446667,,,,,,,
194.072,601.6523333,584.3133333,524.0463333,408.3596667,519.138,503.8513333,471.5,443.4393333,,,,,,,
194.299,615.432,576.327,532.3076667,413.1363333,499.077,488.6713333,470.4653333,437.9816667,,,,,,,
194.526,596.5,564.47,520.1666667,405.7236667,509.4286667,486.7336667,464.8136667,416.6303333,,,,,,,
194.753,583.6436667,583.8643333,506.3523333,415.8333333,505.4263333,492.6913333,462.5343333,406.834,,,,,,,
194.98,584.694,582.6836667,513.1293333,406.2006667,515.0316667,502.775,458.0686667,413.2483333,,,,,,,
195.207,592.2186667,581.2073333,506.667,398,506.3436667,508.6653333,454.8823333,424.3596667,,,,,,,
195.434,581.0476667,572.7953333,508.4973333,411.962,507.584,496.8176667,447.3626667,420.673,,,,,,,
195.661,598.259,583.592,518.5996667,416.0606667,532.6496667,518.5726667,446.3676667,438.3333333,,,,,,,
195.888,595.8046667,587.129,513.624,422.1706667,528.6256667,522.0246667,454.4116667,420.098,,,,,,,
196.115,586.8856667,592.7073333,506.44,424.0833333,517.835,508.1106667,458.9853333,395.8643333,,,,,,,
196.342,592.902,574.2253333,504.3656667,403.7423333,519.6993333,510.1493333,466.343,405.2076667,,,,,,,
196.569,567.7023333,556.059,514.55,401.6513333,516.9983333,533.5916667,461.157,429.075,,,,,,,
196.796,584.736,560.6843333,514.9393333,421.5036667,530.4633333,549.4326667,453.3333333,421.6656667,,,,,,,
197.023,622.7946667,578.935,511.0336667,409.0986667,514.6713333,517.9663333,463.1423333,385.733,,,,,,,
197.25,591.193,586.579,511.773,400.75,511.1063333,500.521,449.755,379.9313333,,,,,,,
197.477,600.273,570.642,515.06,410.182,516.6443333,497.266,426.814,395.124,,,,,,,
197.704,636.859,579.1166667,522.7433333,424.1403333,541.1696667,496.2996667,443.549,411.1246667,,,,,,,
197.931,615.9193333,609.0636667,519.6203333,431.6136667,538.8516667,491.6553333,468.5536667,431.1756667,,,,,,,
198.158,593.4753333,609.319,513.2993333,420.6326667,507.255,501.153,470.255,434.0246667,,,,,,,
198.384,602.3996667,606.0356667,517.7583333,415.8483333,506.1973333,520.4226667,467.7256667,422.4333333,,,,,,,
198.611,607.3543333,566.4823333,534.1486667,415.0413333,517.32,506.3546667,476.0686667,417.7923333,,,,,,,
198.838,588.2193333,569.2633333,554.022,401.4696667,525.2103333,489.3696667,464.843,421.8443333,,,,,,,
199.065,593.483,583.9006667,543.3823333,391.337,521.2853333,505.0736667,456.5,433.3093333,,,,,,,
199.292,603.9356667,586.7276667,525.625,400.6056667,539.0203333,510.213,470.4703333,431.755,,,,,,,
199.519,604.4556667,580.5436667,523.187,405.1743333,521.3176667,493.608,473.8036667,415.3086667,,,,,,,
199.746,593.1703333,558.5976667,517.282,409.1666667,546.082,486.5766667,475.5683333,393.4413333,,,,,,,
199.973,588.013,561.676,508.3356667,,528.0626667,496.4676667,478.4313333,391.8793333,,,,,,,
200.2,590.5396667,590.2073333,511.3733333,,,502.9326667,463.4756667,398.7553333,,,,,,,
200.427,583.461,585.7496667,525.2103333,,,515.883,460.402,390.9166667,,,,,,,
200.654,596.1676667,,526.3226667,,,511.0006667,470.9166667,,,,,,,,
200.881,600.1203333,,524,,,489.498,,,,,,,,,
201.108,614.5416667,,,,,502.3783333,,,,,,,,,
201.335,645.11,,,,,,,,,,,,,,
201.562,633.3333333,,,,,,,,,,,,,,
0,552.1666667,,,,,,,,,,,,,,
0.227,561.0033333,,,,,,,,,,,,,,
0.454,560.3143333,,,,,,,,,,,,,,
0.681,550.4746667,,,,,,,,,,,,,,
0.908,548.4526667,,,,,,,,,,,,,,
1.135,545.6333333,,,,,,,,,,,,,,
1.362,537.1956667,,,,,,,,,,,,,,
1.589,533.528,,,,,,,,,,,,,,
1.816,548.594,,,,,,,,,,,,,,
2.043,543.104,,,,,,,,,,,,,,
2.27,529.0276667,,,,,,,,,,,,,,
2.497,549.5443333,,,,,,,,,,,,,,
2.724,555.1906667,,,,,,,,,,,,,,
2.951,550.2263333,,,,,,,,,,,,,,
3.178,542.9323333,,,,,,,,,,,,,,
3.405,533.763,,,,,,,,,,,,,,
3.632,550.8633333,,,,,,,,,,,,,,
3.859,560.632,,,,,,,,,,,,,,
4.086,544.2016667,,,,,,,,,,,,,,
4.313,539.5503333,,,,,,,,,,,,,,
4.54,547.5123333,,,,,,,,,,,,,,
4.767,555.2546667,,,,,,,,,,,,,,
4.994,556.2456667,,,,,,,,,,,,,,
5.221,547.5646667,,,,,,,,,,,,,,
5.448,541.6386667,,,,,,,,,,,,,,
5.675,555.2833333,,,,,,,,,,,,,,
5.902,573.4463333,,,,,,,,,,,,,,
6.129,573.8086667,,,,,,,,,,,,,,
6.356,560.0786667,,,,,,,,,,,,,,
6.583,560.2546667,,,,,,,,,,,,,,
6.81,553.6706667,,,,,,,,,,,,,,
7.037,553.7373333,,,,,,,,,,,,,,
7.264,577.093,,,,,,,,,,,,,,
7.49,564.7276667,,,,,,,,,,,,,,
7.717,544.9506667,,,,,,,,,,,,,,
7.944,568.0896667,,,,,,,,,,,,,,
8.171,581.3566667,,,,,,,,,,,,,,
8.398,570.1336667,,,,,,,,,,,,,,
8.625,559.1833333,,,,,,,,,,,,,,
8.852,550.6163333,,,,,,,,,,,,,,
9.079,543.6453333,,,,,,,,,,,,,,
9.306,547.8813333,,,,,,,,,,,,,,
9.533,561.2726667,,,,,,,,,,,,,,
9.76,569.6186667,,,,,,,,,,,,,,
9.987,570.9916667,,,,,,,,,,,,,,
10.214,573.9593333,,,,,,,,,,,,,,
10.441,565.9413333,,,,,,,,,,,,,,
10.668,549.3093333,,,,,,,,,,,,,,
10.895,544.982,,,,,,,,,,,,,,
11.122,557.6036667,,,,,,,,,,,,,,
11.349,581.229,,,,,,,,,,,,,,
11.576,585.1393333,,,,,,,,,,,,,,
11.803,568.17,,,,,,,,,,,,,,
12.03,573.9666667,,,,,,,,,,,,,,
12.257,564.314,,,,,,,,,,,,,,
12.484,563.098,,,,,,,,,,,,,,
12.711,565.625,,,,,,,,,,,,,,
12.938,561.0263333,,,,,,,,,,,,,,
13.165,558.5766667,,,,,,,,,,,,,,
13.392,543.021,,,,,,,,,,,,,,
13.619,541.4913333,,,,,,,,,,,,,,
13.846,547.55,,,,,,,,,,,,,,
14.073,551.2973333,,,,,,,,,,,,,,
14.3,553.32,,,,,,,,,,,,,,
14.527,557.6346667,,,,,,,,,,,,,,
14.754,562.051,,,,,,,,,,,,,,
14.981,560.6176667,,,,,,,,,,,,,,
15.208,551.9056667,,,,,,,,,,,,,,
15.435,548.9733333,,,,,,,,,,,,,,
15.662,551.5846667,,,,,,,,,,,,,,
15.889,548.9273333,,,,,,,,,,,,,,
16.116,555.158,,,,,,,,,,,,,,
16.343,561.6113333,,,,,,,,,,,,,,
16.57,574.9366667,,,,,,,,,,,,,,
16.797,567.651,,,,,,,,,,,,,,
17.024,536.5913333,,,,,,,,,,,,,,
17.251,541.824,,,,,,,,,,,,,,
17.478,550.1796667,,,,,,,,,,,,,,
17.705,554.3506667,,,,,,,,,,,,,,
17.932,548.3896667,,,,,,,,,,,,,,
18.159,530.5093333,,,,,,,,,,,,,,
18.386,549.0133333,,,,,,,,,,,,,,
18.613,546.4773333,,,,,,,,,,,,,,
18.84,545.892,,,,,,,,,,,,,,
19.067,552.9693333,,,,,,,,,,,,,,
19.294,560.898,,,,,,,,,,,,,,
19.521,574.8006667,,,,,,,,,,,,,,
19.748,572.0593333,,,,,,,,,,,,,,
19.975,562.2636667,,,,,,,,,,,,,,
20.202,554.4426667,,,,,,,,,,,,,,
20.429,552.2826667,,,,,,,,,,,,,,
20.656,550.7143333,,,,,,,,,,,,,,
20.883,556.764,,,,,,,,,,,,,,
21.11,584.8676667,,,,,,,,,,,,,,
21.337,585.0086667,,,,,,,,,,,,,,
21.564,547.3753333,,,,,,,,,,,,,,
21.791,557.9583333,,,,,,,,,,,,,,
22.017,547.962,,,,,,,,,,,,,,
22.244,533.791,,,,,,,,,,,,,,
22.471,553.23,,,,,,,,,,,,,,
22.698,555.567,,,,,,,,,,,,,,
22.925,542.2406667,,,,,,,,,,,,,,
23.152,538.2906667,,,,,,,,,,,,,,
23.379,538.468,,,,,,,,,,,,,,
23.606,553.7,,,,,,,,,,,,,,
23.833,565.777,,,,,,,,,,,,,,
24.06,567.763,,,,,,,,,,,,,,
24.287,589.5983333,,,,,,,,,,,,,,
24.514,582.8623333,,,,,,,,,,,,,,
24.741,560.4116667,,,,,,,,,,,,,,
24.968,552.628,,,,,,,,,,,,,,
25.195,564.6133333,,,,,,,,,,,,,,
25.422,556.0456667,,,,,,,,,,,,,,
25.649,546.584,,,,,,,,,,,,,,
25.876,553.901,,,,,,,,,,,,,,
26.103,551.0233333,,,,,,,,,,,,,,
26.33,555.3473333,,,,,,,,,,,,,,
26.557,547.2053333,,,,,,,,,,,,,,
26.784,549.1786667,,,,,,,,,,,,,,
27.011,571.6623333,,,,,,,,,,,,,,
27.238,562.3596667,,,,,,,,,,,,,,
27.465,568.3623333,,,,,,,,,,,,,,
27.692,569.7206667,,,,,,,,,,,,,,
27.919,560.456,,,,,,,,,,,,,,
28.146,556.6016667,,,,,,,,,,,,,,
28.373,547.7866667,,,,,,,,,,,,,,
28.6,556.991,,,,,,,,,,,,,,
28.827,561.548,,,,,,,,,,,,,,
29.054,560.289,,,,,,,,,,,,,,
29.281,559.6133333,,,,,,,,,,,,,,
29.508,579.737,,,,,,,,,,,,,,
29.735,563.5153333,,,,,,,,,,,,,,
29.962,556.3506667,,,,,,,,,,,,,,
30.189,576.6366667,,,,,,,,,,,,,,
30.416,582.5873333,,,,,,,,,,,,,,
30.643,570.1886667,,,,,,,,,,,,,,
30.87,553.2343333,,,,,,,,,,,,,,
31.097,573.5306667,,,,,,,,,,,,,,
31.324,576.3553333,,,,,,,,,,,,,,
31.551,551.0343333,,,,,,,,,,,,,,
31.778,564.679,,,,,,,,,,,,,,
32.005,577.233,,,,,,,,,,,,,,
32.232,559.0076667,,,,,,,,,,,,,,
32.459,563.8526667,,,,,,,,,,,,,,
32.686,567.7943333,,,,,,,,,,,,,,
32.913,582.605,,,,,,,,,,,,,,
33.14,584.0846667,,,,,,,,,,,,,,
33.367,567.0913333,,,,,,,,,,,,,,
33.594,563.2163333,,,,,,,,,,,,,,
33.821,571.231,,,,,,,,,,,,,,
34.048,572.0356667,,,,,,,,,,,,,,
34.275,572.054,,,,,,,,,,,,,,
34.502,559.0346667,,,,,,,,,,,,,,
34.729,560.9233333,,,,,,,,,,,,,,
34.956,556.2216667,,,,,,,,,,,,,,
35.183,557.679,,,,,,,,,,,,,,
35.41,558.1113333,,,,,,,,,,,,,,
35.637,573.5676667,,,,,,,,,,,,,,
35.864,579.8833333,,,,,,,,,,,,,,
36.091,590.479,,,,,,,,,,,,,,
36.318,590.922,,,,,,,,,,,,,,
36.545,586.2353333,,,,,,,,,,,,,,
36.771,567.4403333,,,,,,,,,,,,,,
36.998,557.0176667,,,,,,,,,,,,,,
37.225,574.3046667,,,,,,,,,,,,,,
37.452,587.7906667,,,,,,,,,,,,,,
37.679,567.4673333,,,,,,,,,,,,,,
37.906,574.9443333,,,,,,,,,,,,,,
38.133,568.6326667,,,,,,,,,,,,,,
38.36,572.8513333,,,,,,,,,,,,,,
38.587,590.4376667,,,,,,,,,,,,,,
38.814,591.32,,,,,,,,,,,,,,
39.041,562.4176667,,,,,,,,,,,,,,
39.268,567.6236667,,,,,,,,,,,,,,
39.495,596.9273333,,,,,,,,,,,,,,
39.722,599.985,,,,,,,,,,,,,,
39.949,588.5866667,,,,,,,,,,,,,,
40.176,587.8336667,,,,,,,,,,,,,,
40.403,605.7466667,,,,,,,,,,,,,,
40.63,585.076,,,,,,,,,,,,,,
40.857,564.0883333,,,,,,,,,,,,,,
41.084,575.4613333,,,,,,,,,,,,,,
41.311,578.652,,,,,,,,,,,,,,
41.538,583.6253333,,,,,,,,,,,,,,
41.765,579.8706667,,,,,,,,,,,,,,
41.992,572.5766667,,,,,,,,,,,,,,
42.219,591.9353333,,,,,,,,,,,,,,
42.446,586.837,,,,,,,,,,,,,,
42.673,593.1783333,,,,,,,,,,,,,,
42.9,602.1706667,,,,,,,,,,,,,,
43.127,591.2153333,,,,,,,,,,,,,,
43.354,598.4,,,,,,,,,,,,,,
43.581,598.9263333,,,,,,,,,,,,,,
43.808,580.9416667,,,,,,,,,,,,,,
44.035,556.0076667,,,,,,,,,,,,,,
44.262,559.837,,,,,,,,,,,,,,
44.489,578.014,,,,,,,,,,,,,,
44.716,577.1393333,,,,,,,,,,,,,,
44.943,592.489,,,,,,,,,,,,,,
45.17,592.2946667,,,,,,,,,,,,,,
45.397,582.656,,,,,,,,,,,,,,
45.624,588.8473333,,,,,,,,,,,,,,
45.851,577.8606667,,,,,,,,,,,,,,
46.078,596.0226667,,,,,,,,,,,,,,
46.305,597.778,,,,,,,,,,,,,,
46.532,604.9643333,,,,,,,,,,,,,,
46.759,580.8553333,,,,,,,,,,,,,,
46.986,590.4913333,,,,,,,,,,,,,,
47.213,631.6873333,,,,,,,,,,,,,,
47.44,631.7103333,,,,,,,,,,,,,,
47.667,605.7266667,,,,,,,,,,,,,,
47.894,603.1116667,,,,,,,,,,,,,,
48.121,615.2196667,,,,,,,,,,,,,,
48.348,602.149,,,,,,,,,,,,,,
48.575,596.163,,,,,,,,,,,,,,
48.802,601.5396667,,,,,,,,,,,,,,
49.029,610.331,,,,,,,,,,,,,,
49.256,590.248,,,,,,,,,,,,,,
49.483,563.9,,,,,,,,,,,,,,
49.71,568.9743333,,,,,,,,,,,,,,
49.937,577.5636667,,,,,,,,,,,,,,
50.164,586.7713333,,,,,,,,,,,,,,
50.391,594.374,,,,,,,,,,,,,,
50.618,612.5953333,,,,,,,,,,,,,,
50.845,613.722,,,,,,,,,,,,,,
51.072,617.6933333,,,,,,,,,,,,,,
51.299,609.8796667,,,,,,,,,,,,,,
51.525,617.4736667,,,,,,,,,,,,,,
51.752,621.9073333,,,,,,,,,,,,,,
51.979,612.274,,,,,,,,,,,,,,
52.206,625.2763333,,,,,,,,,,,,,,
52.433,629.6313333,,,,,,,,,,,,,,
52.66,637.7513333,,,,,,,,,,,,,,
52.887,638.4826667,,,,,,,,,,,,,,
53.114,629.69,,,,,,,,,,,,,,
53.341,636.1883333,,,,,,,,,,,,,,
53.568,633.2236667,,,,,,,,,,,,,,
53.795,641.4496667,,,,,,,,,,,,,,
54.022,616.245,,,,,,,,,,,,,,
54.249,615.939,,,,,,,,,,,,,,
54.476,622.9896667,,,,,,,,,,,,,,
54.703,626.895,,,,,,,,,,,,,,
54.93,641.638,,,,,,,,,,,,,,
55.157,650.183,,,,,,,,,,,,,,
55.384,629.95,,,,,,,,,,,,,,
55.611,636.616,,,,,,,,,,,,,,
55.838,639.1376667,,,,,,,,,,,,,,
56.065,643.6346667,,,,,,,,,,,,,,
56.292,635.7036667,,,,,,,,,,,,,,
56.519,644.6456667,,,,,,,,,,,,,,
56.746,662.7193333,,,,,,,,,,,,,,
56.973,656.9153333,,,,,,,,,,,,,,
57.2,643.371,,,,,,,,,,,,,,
57.427,681.061,,,,,,,,,,,,,,
57.654,674.34,,,,,,,,,,,,,,
57.881,661.2543333,,,,,,,,,,,,,,
58.108,669.6523333,,,,,,,,,,,,,,
58.335,661.1013333,,,,,,,,,,,,,,
58.562,670.953,,,,,,,,,,,,,,
58.789,684.3403333,,,,,,,,,,,,,,
59.016,679.7226667,,,,,,,,,,,,,,
59.243,685.3046667,,,,,,,,,,,,,,
59.47,693.276,,,,,,,,,,,,,,
59.697,691.1716667,,,,,,,,,,,,,,
59.924,688.9876667,,,,,,,,,,,,,,
60.151,700.672,,,,,,,,,,,,,,
60.378,674.471,,,,,,,,,,,,,,
60.605,673.415,,,,,,,,,,,,,,
60.832,686.6623333,,,,,,,,,,,,,,
61.059,687.8176667,,,,,,,,,,,,,,
61.286,687.938,,,,,,,,,,,,,,
61.513,701.6093333,,,,,,,,,,,,,,
61.74,698.2366667,,,,,,,,,,,,,,
61.967,686.219,,,,,,,,,,,,,,
62.194,713.1723333,,,,,,,,,,,,,,
62.421,724.2816667,,,,,,,,,,,,,,
62.648,719.6273333,,,,,,,,,,,,,,
62.875,701.13,,,,,,,,,,,,,,
63.102,697.2083333,,,,,,,,,,,,,,
63.329,711.7216667,,,,,,,,,,,,,,
63.556,705.8683333,,,,,,,,,,,,,,
63.783,714.3933333,,,,,,,,,,,,,,
64.01,732.5683333,,,,,,,,,,,,,,
64.237,726.425,,,,,,,,,,,,,,
64.464,695.4166667,,,,,,,,,,,,,,
64.691,698.1796667,,,,,,,,,,,,,,
64.918,688.7566667,,,,,,,,,,,,,,
65.145,697.7553333,,,,,,,,,,,,,,
65.372,708.1533333,,,,,,,,,,,,,,
65.599,701.291,,,,,,,,,,,,,,
65.826,706.5893333,,,,,,,,,,,,,,
66.052,710.7686667,,,,,,,,,,,,,,
66.279,716.0183333,,,,,,,,,,,,,,
66.506,713.6193333,,,,,,,,,,,,,,
66.733,718.1466667,,,,,,,,,,,,,,
66.96,725.92,,,,,,,,,,,,,,
67.187,733.3483333,,,,,,,,,,,,,,
67.414,732.3823333,,,,,,,,,,,,,,
67.641,750.2656667,,,,,,,,,,,,,,
67.868,741.7876667,,,,,,,,,,,,,,
68.095,723.966,,,,,,,,,,,,,,
68.322,734.4646667,,,,,,,,,,,,,,
68.549,729.7706667,,,,,,,,,,,,,,
68.776,733.4283333,,,,,,,,,,,,,,
69.003,715.5106667,,,,,,,,,,,,,,
69.23,731.8453333,,,,,,,,,,,,,,
69.457,750.32,,,,,,,,,,,,,,
69.684,736.598,,,,,,,,,,,,,,
69.911,724.472,,,,,,,,,,,,,,
70.138,719.9136667,,,,,,,,,,,,,,
70.365,739.0733333,,,,,,,,,,,,,,
70.592,764.992,,,,,,,,,,,,,,
70.819,746.8586667,,,,,,,,,,,,,,
71.046,743.873,,,,,,,,,,,,,,
71.273,765.6166667,,,,,,,,,,,,,,
71.5,761.9283333,,,,,,,,,,,,,,
71.727,756.0296667,,,,,,,,,,,,,,
71.954,753.29,,,,,,,,,,,,,,
72.181,752.8453333,,,,,,,,,,,,,,
72.408,749.4626667,,,,,,,,,,,,,,
72.635,759.808,,,,,,,,,,,,,,
72.862,761.7623333,,,,,,,,,,,,,,
73.089,768.5166667,,,,,,,,,,,,,,
73.316,756.438,,,,,,,,,,,,,,
73.543,770.886,,,,,,,,,,,,,,
73.77,761.9946667,,,,,,,,,,,,,,
73.997,755.233,,,,,,,,,,,,,,
74.224,767.2316667,,,,,,,,,,,,,,
74.451,750.3746667,,,,,,,,,,,,,,
74.678,764.1086667,,,,,,,,,,,,,,
74.905,803.6926667,,,,,,,,,,,,,,
75.132,786.124,,,,,,,,,,,,,,
75.359,781.6043333,,,,,,,,,,,,,,
75.586,760.636,,,,,,,,,,,,,,
75.813,784.45,,,,,,,,,,,,,,
76.04,754.8643333,,,,,,,,,,,,,,
76.267,731.8486667,,,,,,,,,,,,,,
76.494,728.8163333,,,,,,,,,,,,,,
76.721,739.721,,,,,,,,,,,,,,
76.948,758.8873333,,,,,,,,,,,,,,
77.175,766.947,,,,,,,,,,,,,,
77.402,768.5866667,,,,,,,,,,,,,,
77.629,734.5776667,,,,,,,,,,,,,,
77.856,739.251,,,,,,,,,,,,,,
78.083,757.0303333,,,,,,,,,,,,,,
78.31,736.137,,,,,,,,,,,,,,
78.537,762.736,,,,,,,,,,,,,,
78.764,762.4466667,,,,,,,,,,,,,,
78.991,744.9383333,,,,,,,,,,,,,,
79.218,728.085,,,,,,,,,,,,,,
79.445,697.2203333,,,,,,,,,,,,,,
79.672,702.998,,,,,,,,,,,,,,
79.899,723.4576667,,,,,,,,,,,,,,
80.126,725.675,,,,,,,,,,,,,,
80.353,752.189,,,,,,,,,,,,,,
80.58,740.8593333,,,,,,,,,,,,,,
80.806,719.2956667,,,,,,,,,,,,,,
81.033,719.2273333,,,,,,,,,,,,,,
81.26,724.3966667,,,,,,,,,,,,,,
81.487,708.1546667,,,,,,,,,,,,,,
81.714,711.1723333,,,,,,,,,,,,,,
81.941,694.092,,,,,,,,,,,,,,
82.168,696.5043333,,,,,,,,,,,,,,
82.395,687.7663333,,,,,,,,,,,,,,
82.622,699.0146667,,,,,,,,,,,,,,
82.849,687.0283333,,,,,,,,,,,,,,
83.076,694.1513333,,,,,,,,,,,,,,
83.303,700.2236667,,,,,,,,,,,,,,
83.53,707.5026667,,,,,,,,,,,,,,
83.757,655.7143333,,,,,,,,,,,,,,
83.984,665.1213333,,,,,,,,,,,,,,
84.211,654.4506667,,,,,,,,,,,,,,
84.438,635.947,,,,,,,,,,,,,,
84.665,634.4496667,,,,,,,,,,,,,,
84.892,645.2513333,,,,,,,,,,,,,,
85.119,640.6993333,,,,,,,,,,,,,,
85.346,627.9373333,,,,,,,,,,,,,,
85.573,645.185,,,,,,,,,,,,,,
85.8,653.7353333,,,,,,,,,,,,,,
86.027,617.108,,,,,,,,,,,,,,
86.254,625.7856667,,,,,,,,,,,,,,
86.481,638.324,,,,,,,,,,,,,,
86.708,647.091,,,,,,,,,,,,,,
86.935,642.471,,,,,,,,,,,,,,
87.162,632.857,,,,,,,,,,,,,,
87.389,631.8243333,,,,,,,,,,,,,,
87.616,617.4416667,,,,,,,,,,,,,,
87.843,631.1936667,,,,,,,,,,,,,,
88.07,617.2193333,,,,,,,,,,,,,,
88.297,621.618,,,,,,,,,,,,,,
88.524,651.213,,,,,,,,,,,,,,
88.751,640.563,,,,,,,,,,,,,,
88.978,630.404,,,,,,,,,,,,,,
89.205,606.7103333,,,,,,,,,,,,,,
89.432,616.9446667,,,,,,,,,,,,,,
89.659,614.9013333,,,,,,,,,,,,,,
89.886,638.672,,,,,,,,,,,,,,
90.113,615.1953333,,,,,,,,,,,,,,
90.34,623.427,,,,,,,,,,,,,,
90.567,605.113,,,,,,,,,,,,,,
90.794,595.7163333,,,,,,,,,,,,,,
91.021,597.3066667,,,,,,,,,,,,,,
91.248,610.3833333,,,,,,,,,,,,,,
91.475,610.7713333,,,,,,,,,,,,,,
91.702,604.8553333,,,,,,,,,,,,,,
91.929,591.63,,,,,,,,,,,,,,
92.156,612.2646667,,,,,,,,,,,,,,
92.383,612.4183333,,,,,,,,,,,,,,
92.61,573.8223333,,,,,,,,,,,,,,
92.837,582.703,,,,,,,,,,,,,,
93.064,594.4383333,,,,,,,,,,,,,,
93.291,615.4863333,,,,,,,,,,,,,,
93.518,650.0976667,,,,,,,,,,,,,,
93.745,605.1906667,,,,,,,,,,,,,,
93.972,579.1486667,,,,,,,,,,,,,,
94.199,583.113,,,,,,,,,,,,,,
94.426,595.099,,,,,,,,,,,,,,
94.653,615.5563333,,,,,,,,,,,,,,
94.88,624.6173333,,,,,,,,,,,,,,
95.107,626.954,,,,,,,,,,,,,,
95.334,623.5176667,,,,,,,,,,,,,,
95.56,619.1136667,,,,,,,,,,,,,,
95.787,602.1486667,,,,,,,,,,,,,,
96.014,617.509,,,,,,,,,,,,,,
96.241,597.053,,,,,,,,,,,,,,
96.468,563.493,,,,,,,,,,,,,,
96.695,599.3076667,,,,,,,,,,,,,,
96.922,597.08,,,,,,,,,,,,,,
97.149,630.897,,,,,,,,,,,,,,
97.376,612.165,,,,,,,,,,,,,,
97.603,650.3673333,,,,,,,,,,,,,,
97.83,599.7383333,,,,,,,,,,,,,,
98.057,632.6973333,,,,,,,,,,,,,,
98.284,622.493,,,,,,,,,,,,,,
98.511,624.516,,,,,,,,,,,,,,
98.738,606.52,,,,,,,,,,,,,,
98.965,645.739,,,,,,,,,,,,,,
99.192,621.3783333,,,,,,,,,,,,,,
99.419,612.873,,,,,,,,,,,,,,
99.646,609.2896667,,,,,,,,,,,,,,
99.873,593.761,,,,,,,,,,,,,,
100.1,619.9176667,,,,,,,,,,,,,,
100.327,614.21,,,,,,,,,,,,,,
100.554,627.8806667,,,,,,,,,,,,,,
100.781,614.5716667,,,,,,,,,,,,,,
101.008,611.7913333,,,,,,,,,,,,,,
101.235,632.0896667,,,,,,,,,,,,,,
101.462,597.073,,,,,,,,,,,,,,
