"","SERCA_gray_avg_wd1","SERCA_gray_avg_wd2","SERCA_gray_avg_wd3","SERCA_gray_avg_wd4","SERCA_gray_avg_wd5","SERCA_gray_avg_wd6","SERCA_gray_avg_wd7","SERCA_gray_avg_wd8"
"526",867.5526667,981.4533333,676.0943333,486.053,656.0546667,729.574,608.657,646.425
"527",882.7406667,967.5923333,631.383,490.182,640.5796667,716.818,609.6863333,630.535
"528",875.2026667,1001.319,644.7733333,500.9393333,646.416,717.3433333,612,634.07
"529",858.5633333,975.0333333,638.555,504.6666667,655.7616667,711.91,604.103,642.0563333
"530",859.3273333,973.1736667,625.2086667,490.053,651.7853333,745.589,595.4606667,642.176
"531",857.0666667,958.921,617.7086667,490.6816667,644.7676667,745.931,602.3726667,662.0513333
"532",854.6506667,985.8926667,644.02,499.057,650.0766667,707.885,599.9803333,665.3816667
"533",819.9496667,963.4216667,654.1816667,496.4393333,672.649,721.046,596.054,663.2353333
"534",813.062,972.827,630.8863333,495.754,654.7576667,713.1936667,611.8233333,630.7186667
"535",826.0326667,967.9763333,644.7373333,504.3936667,655.9176667,709.9233333,615.9753333,632.691
"536",836.7446667,939.3706667,667.0883333,494.4886667,653.385,727.6013333,614.3236667,633.6353333
"537",836.2383333,924.65,632.3843333,478.6743333,630.7563333,716.6996667,607.6716667,677.4436667
"538",847.087,943.0156667,665.822,480.966,624.4846667,710.1556667,600.2943333,667.5893333
"539",852.058,945.738,643.62,485.318,617.543,719.73,601.304,635.173
"540",835.8123333,917.1013333,633.485,491.4583333,614.611,722.225,585.7743333,606.178
"541",795.4046667,937.17,625.1583333,507.053,605.0366667,694.133,571.6373333,661.731
"542",773.0796667,927.4166667,638.6436667,499.8296667,597.2206667,696.6006667,578.3923333,607.0726667
"543",806.6756667,933.1686667,656.276,484.0456667,653.955,731.3446667,580.784,622.0996667
"544",821.9503333,881.331,636.8426667,485.4393333,643.647,735.295,589.5586667,586.929
"545",808.7393333,892.741,628.0063333,483.25,637.24,728.41,599.6666667,605.321
"546",804.9213333,886.521,628.5753333,471.8183333,634.1643333,708.645,588.7646667,590.8066667
"547",822.943,915.133,649.1426667,465.3786667,643.727,685.493,569.755,568.5296667
"548",827.8076667,918.1893333,657.24,486.7123333,656.0803333,705.6953333,571.3136667,594.6643333
"549",823.2886667,914.8933333,648.2743333,505.4923333,640.7303333,708.8673333,586.5683333,595.5906667
"550",821.9533333,889.059,632.7216667,495.6593333,631.304,690.671,585.4116667,604.6463333
"551",817.986,913.9873333,623.8053333,484.8333333,617.9396667,689.3016667,603.005,579.968
"552",813.3583333,902.204,609.9336667,493.8293333,621.238,677.6056667,604.588,577.7213333
"553",815.7946667,889.7836667,622.1756667,503.1136667,618.309,649.939,577.2793333,603.602
"554",830.5423333,891.4803333,619.8963333,501.9583333,596.9326667,648.431,572.0196667,609.9196667
"555",820.1403333,873.648,616.649,488.3936667,612.5896667,671.8396667,573.0636667,585.7763333
"556",813.6073333,852.4653333,630.179,482.038,645.7223333,681.1666667,585.5786667,582.905
"557",815.5833333,829.02,605.001,484.5983333,641.088,667.781,593.6373333,574.7046667
"558",793.0033333,841.922,624.9806667,483.818,612.679,648.8436667,579.539,603.7643333
"559",773.266,846.148,630.8196667,492.985,597.825,651.034,562.9116667,609.32
"560",788.801,855.794,627.8583333,505.4433333,604.2016667,653.0906667,565.0686667,597.0373333
"561",785.8853333,834.6593333,619.381,504.7953333,622.8056667,647.3136667,563.26,593.675
"562",770.516,833.439,604.7766667,490.7083333,635.069,645.572,563.6666667,618.9796667
"563",787.501,867.714,610.4183333,490.0303333,617.72,652.285,567.853,616.0343333
"564",810.5776667,884.9946667,604.7096667,489.519,607.6643333,656.108,568.755,613.8626667
"565",827.394,881.3323333,602.944,472.9846667,620.053,667.6416667,574.554,627.8893333
"566",842.148,846.5763333,597.5916667,462.6816667,618.279,654.896,563.853,570.9056667
"567",810.931,855.017,618.5,467.303,599.2493333,635.0473333,571.4216667,626.768
"568",773.34,842.4826667,624.054,480.3673333,609.1406667,649.8243333,574.0293333,616.4666667
"569",772.9676667,839.7393333,616.359,493.1513333,617.6533333,652.8663333,566.4853333,644.9043333
"570",797.8823333,842.005,612.8476667,490.1326667,603.6986667,658.078,568.99,644.5993333
"571",792.4373333,844.3386667,617.184,475.985,609.6896667,662.072,570.868,612.425
"572",786.289,836.187,603.6886667,476.4963333,620.3156667,648.4546667,558.4316667,594.9576667
"573",775.4863333,837.7973333,620.5773333,487.8333333,596.039,657.175,553.186,605.889
"574",764.475,818.755,614.8963333,490.7763333,611.85,662.4863333,557.794,604.086
"575",781.5083333,809.4953333,615.031,475.5,661.5456667,656.012,548.299,602.0353333
"576",779.132,831.112,608.942,452.0456667,638.0793333,643.081,550.6863333,582.573
"577",773.981,813.2486667,600.7006667,451.3106667,601.1093333,644.5133333,567.3433333,592.7
"578",771.923,788.9153333,614.208,458.5,594.232,637.1796667,569.5293333,610.24
"579",755.466,774.5416667,610.828,467.2426667,587.1143333,642.442,557.5,595.0256667
"580",751.121,783.2296667,601.321,469.5566667,585.2133333,657.473,557.5096667,572.3983333
"581",755.1336667,783.5596667,609.901,477.0533333,600.2326667,639.3566667,545.4066667,568.999
"582",765.2873333,784.5493333,611.2666667,489.674,603.5353333,641.8383333,541.1273333,591.7086667
"583",763.2556667,760.0176667,608.007,486.3333333,580.406,639.7253333,559.902,601.636
"584",740.7973333,740.8856667,610.0043333,473.9583333,601.8366667,619.1426667,552.9213333,617.1916667
"585",756.6966667,766.1223333,594.4413333,467.735,620.4396667,609.253,545.657,583.5123333
"586",782.9183333,782.0976667,598.6206667,469.2346667,617.8083333,615.0113333,546.7546667,556.9496667
"587",806.559,784.0516667,594.3513333,459.9243333,585.782,632.388,538.2843333,559.4943333
"588",771.309,765.454,611.2626667,459.89,571.4586667,635.2943333,530.6763333,546.8923333
"589",732.2766667,773.627,597.6196667,462.6893333,573.4733333,605.937,544.7403333,586.926
"590",752.2496667,781.3033333,594.943,472.4093333,569.255,615.3423333,551.7156667,583.8336667
"591",751.9446667,758.699,606.6946667,487.9696667,543.914,637.5006667,537.8283333,562.9946667
"592",769.789,762.2856667,592.065,477.2766667,546.742,620.3943333,539.4606667,580.975
"593",766.4066667,755.3753333,598.8836667,465.3333333,575.2653333,608.5003333,543,589.0546667
"594",731.4893333,753.082,578.8396667,473.25,601.1316667,580.6686667,531.608,577.1943333
"595",716.8126667,745.2446667,573.7086667,469.1666667,581.0103333,588.1443333,510.5686667,560.9606667
"596",725.9146667,761.2106667,586.3003333,455.648,576.061,615.709,514.6666667,563.55
"597",720.6923333,750.1673333,587.0216667,457.5906667,529.9336667,604.3583333,539.6076667,590.0266667
"598",737.244,748.7893333,604.711,444.352,549.0066667,611.842,535.0493333,576.79
"599",740.259,751.3376667,569.0013333,424.9696667,566.557,610.152,522.397,556.3726667
"600",719.6543333,760.5086667,572.212,450.701,579.8346667,628.9633333,536.2646667,549.1776667
"601",714.5193333,767.709,583.2113333,475.5076667,585.2873333,629.705,543.6273333,544.1516667
"602",719.9643333,746.0006667,579.1953333,471.856,579.068,584.8896667,539.9313333,581.644
"603",712.5693333,751.76,575.465,458.4996667,594.171,600.2033333,531.559,558.174
"604",712.223,715.1453333,600.644,460.3066667,593.037,624.8943333,527.6663333,553.779
"605",699.0676667,719.66,593.8693333,471.9243333,580.59,614.3983333,527.6713333,543.0696667
"606",688.8083333,710.6456667,591.1406667,460.25,573.9293333,606.8106667,520.49,537.3876667
"607",707.3676667,726.0896667,594.5706667,459.7273333,588.3276667,581.241,522.9116667,551.5746667
"608",723.01,722.9463333,547.9773333,462.375,621.3363333,595.679,527.3723333,546.3273333
"609",710.9026667,685.2613333,560.7293333,453.1666667,565.4446667,603.8953333,523.3973333,527.995
"610",697.844,682.105,576.7586667,439.182,550.7643333,580.207,520.0296667,499.2023333
"611",687.5726667,698.1033333,554.3866667,431.712,567.5466667,559.9256667,516.245,525.938
"612",683.0836667,697.375,568.5643333,434.1706667,570.3393333,564.5163333,529.6176667,531.6616667
"613",676.508,687.0783333,582.5586667,436.477,591.2516667,599.0813333,528.3333333,511.1646667
"614",680.1113333,693.656,567.906,440.0303333,574.4466667,564.4196667,514.01,543.3196667
"615",674.2973333,702.5883333,563.4853333,440.1363333,565.5,579.5153333,518.7303333,512.273
"616",683.4143333,690.0006667,578.3133333,437.5643333,553.2423333,603.5676667,520.2156667,526.9266667
"617",689.5283333,709.8706667,581.6953333,438.4166667,548.4596667,609.4496667,514.2013333,536.4543333
"618",713.948,696.1386667,560.0963333,433.557,526.9803333,639.4003333,504.1276667,551.7843333
"619",711.584,714.1833333,595.9476667,438.5606667,565.8313333,621.444,495.588,510.7686667
"620",686.6483333,712.0256667,591.5896667,446.996,524.5003333,591.028,495.412,525.0306667
"621",691.779,695.0443333,563.0076667,445.2423333,515.471,596.5756667,517.765,494.0116667
"622",706.7503333,691.4403333,593.333,439.7913333,524.847,626.565,538.549,528.406
"623",721.595,675.7196667,587.293,441.5303333,520.867,588.743,515.7596667,504.845
"624",714.118,690.9406667,568.193,444.4963333,524.1023333,581.6843333,497.804,534.0303333
"625",708.283,690.5966667,565.389,450.538,533.8526667,609.239,505.6033333,531.508
"626",697.706,680.044,552.4536667,464.981,552.773,589.9526667,499.5586667,523.5133333
"627",676.8253333,679.7043333,564.3013333,471.0756667,567.858,591.418,493.9753333,508.9383333
"628",682.654,687.4023333,562.5916667,461.9166667,569.5123333,562.7703333,515.6766667,491.471
"629",685.4986667,684.7726667,556.3796667,451.4243333,561.5853333,574.0966667,527.941,484.8306667
"630",698.4243333,679.9773333,567.948,454.659,519.8163333,621.9723333,495,492.8666667
"631",689.1616667,676.414,565.5103333,455.1666667,549.1916667,615.2183333,487.059,515.4276667
"632",666.8953333,696.4016667,541.2676667,458.3183333,562.764,602.1576667,502.7353333,520.245
"633",644.948,696.6066667,543.5433333,464.0453333,559.3973333,598.941,498.0246667,502.5956667
"634",667.5256667,689.4733333,545.1393333,461.7346667,544.1286667,599.7946667,495.7746667,490.969
"635",678.0543333,697.4353333,560.4416667,461.9546667,547.2743333,603.2556667,504.103,496.447
"636",669.372,697.1013333,547.5813333,468.4353333,536.321,616.8386667,507.0686667,504.4526667
"637",670.9486667,692.4123333,540.242,457.121,562.886,616.527,508.2303333,532.4446667
"638",677.355,692.11,559.4926667,440.3223333,560.4546667,589.0793333,512.0786667,508.2266667
"639",671.195,687.0726667,572.0033333,439.1666667,521.7276667,571.443,511.4506667,483.961
"640",664.8726667,676.5243333,579.1806667,450.0793333,539.1113333,578.295,502.598,481.81
"641",659.4986667,660.5693333,560.845,452.4846667,535.801,579.2936667,492.1863333,508.841
"642",651.9773333,669.587,540.9586667,441.6966667,531.8496667,580.732,485.794,508.84
"643",671.161,679.6653333,538.1433333,440.0906667,539.6666667,595.203,486.4166667,492.5083333
"644",667.3956667,673.7746667,551.5406667,446.9166667,539.7203333,587.3656667,492.686,510.886
"645",644.4563333,666.8186667,557.7983333,453.303,561.1086667,567.2206667,491.1813333,508.348
"646",652.7693333,655.6323333,547.3003333,446.2726667,527.4666667,563.7903333,490.3136667,485.4666667
"647",665.7253333,670.2573333,546.0236667,445.4393333,507.3463333,562.7986667,499.25,497.7353333
"648",664.1456667,695.7033333,547.6423333,453.5113333,556.021,556.4723333,499.6863333,471.7656667
"649",674.8163333,683.6186667,544.5683333,450.3103333,585.924,563.2703333,497.3236667,484.963
"650",682.9713333,653.154,508.8833333,436.0416667,535.458,583.587,489.814,497.912
"651",661.5206667,670.043,516.0746667,431.5906667,540.8846667,556.985,488.0683333,516.1496667
"652",650.1863333,667.245,554.3543333,440.1893333,552.6483333,552.5446667,489.5096667,498.9483333
"653",654.22,663.6866667,582.9136667,441.5683333,566.9596667,560.639,475.7893333,547.093
"654",671.8693333,675.4446667,580.012,439.64,519.3436667,557.6853333,485.402,553.5923333
"655",657.6786667,657.4943333,584.7673333,437.909,504.2893333,575.759,509.7006667,531.6593333
"656",658.35,659.98,580.9753333,439.9963333,520.846,567.834,512.5783333,547.1453333
"657",663.5706667,656.5783333,563.3676667,436.735,518.1136667,562.148,504.6813333,495.255
"658",644.5553333,662.878,564.547,443.356,508.3033333,560.279,498.2646667,491.864
"659",648.0406667,655.1746667,569.3766667,439.4093333,556.453,566.8056667,496.0686667,476.6513333
"660",676.4846667,650.7843333,559.4446667,419.985,560.754,556.2146667,489.4903333,488.984
"661",659.8943333,648.2896667,539.0526667,421.4166667,558.0956667,549.8313333,484.8333333,496.6086667
"662",646.7323333,658.9476667,565.7823333,424.1023333,512.4513333,543.9096667,485.0486667,490.0306667
"663",637.535,652.6533333,548.9536667,432.8943333,532.883,546.6463333,479.559,493.4756667
"664",638.54,637.7603333,542.5386667,438.163,545.8426667,571.9233333,482,486.6926667
"665",676.444,636.7976667,542.9303333,441.341,530.7246667,559.06,485.8723333,461.7246667
"666",672.1813333,639.86,548.53,448.038,532.8083333,528.6306667,485.6766667,486.417
"667",656.6456667,641.109,542.3973333,438.985,562.6596667,530.0833333,492.3726667,480.9316667
"668",665.717,644.057,551.5376667,428.6213333,560.4696667,550.8376667,490.755,467.506
"669",674.013,664.6676667,551.145,438.4623333,548.5333333,566.1696667,478.789,472.3916667
"670",670.781,641.47,540.6823333,439.826,521.8476667,572.4996667,473.6766667,481.971
"671",638.9873333,616.6193333,545.913,424.7273333,561.9006667,558.654,479.3333333,486.465
"672",631.6726667,637.7403333,551.8526667,432.5416667,561.5703333,543.426,486.5293333,485.7253333
"673",628.575,655.068,540.7206667,440.5833333,522.7716667,536.687,487.3186667,453.8873333
"674",641.5216667,636.942,540.296,445.1743333,553.1723333,545.8136667,489.706,483.816
"675",636.91,619.1016667,532.4633333,439.9696667,553.8,575.1186667,474.941,483.5363333
"676",647.206,617.235,553.0606667,436.7573333,507.5236667,566.5246667,446.0196667,486.2213333
"677",655.196,637.5426667,535.59,444.909,546.4866667,537.416,463.0586667,463.3703333
"678",656.6193333,651.9196667,519.448,433.788,571.5996667,530.5503333,486.0883333,452.9373333
"679",646.5143333,622.1473333,538.1103333,433.0003333,551.5046667,548,475.0836667,452.1016667
"680",635.512,622.7373333,556.6113333,441.5493333,571.3593333,571.8606667,466.8626667,471.485
"681",658.9856667,625.22,547.3176667,447.1136667,529.018,573.3856667,466.25,457.7896667
"682",660.5593333,632.5976667,532.3353333,443.2536667,569.1466667,569.2633333,476.9216667,468.641
"683",653.0476667,634.6016667,543.5063333,434.6666667,536.8043333,550.5606667,484.3973333,461.462
"684",671.4373333,628.72,540.546,428.8333333,563.9473333,547.3316667,485.3823333,463.013
"685",674.1223333,635.7443333,524.8253333,430.4696667,534.6126667,575.106,490.1026667,461.879
"686",642.9313333,653.3626667,542.977,436.9356667,545.575,556.696,482.2646667,476.137
"687",645.135,621.733,523.965,424.6366667,546.9566667,544.1353333,488.3186667,478.409
"688",641.8546667,613.039,515.7716667,423.3753333,516.68,567.3266667,501.7156667,483.1633333
"689",670.768,634.615,523.4033333,431.5986667,522.568,557.425,491.4116667,496.1706667
"690",679.5603333,647.3286667,519.7123333,444.5003333,560.2323333,544.4316667,489.7453333,483.3996667
"691",670.2436667,639.8196667,532.5093333,457.5,543.2753333,549.02,494.745,473.3776667
"692",656.5556667,624.5283333,542.9586667,453.114,478.213,554.1463333,493.304,466.2263333
"693",642.603,632.07,542.1433333,435.341,498.3086667,576.433,494.887,443.091
"694",671.5546667,649.9603333,542.7,430.3333333,565.1723333,575.1576667,486.49,475.3163333
"695",660.0626667,646.6203333,552.0613333,433.197,526.1233333,541.8176667,473.093,488.3793333
"696",643.8636667,638.3286667,543.052,423.5036667,567.493,542.8333333,475.441,489.3476667
"697",672.4933333,630.7843333,533.3723333,440.1966667,529.248,539.9773333,482.711,477.6283333
"698",659.3316667,627.25,543.1083333,459.6743333,513.547,522.0013333,467.8333333,499.6396667
"699",648.484,629.5566667,531.637,455.0456667,514.1313333,555.6283333,460.8286667,500.593
"700",651.505,653.2466667,506.0203333,447.212,539.014,558.777,448.4216667,486.4616667
"701",657.7586667,656.1916667,527.653,445.6516667,485.9843333,533.496,456.1226667,464.866
"702",646.0026667,636.7643333,552.3793333,446.5983333,586.9446667,556.8996667,489.6273333,425.433
"703",640.0563333,642.0296667,530.5803333,449.1363333,547.1443333,569.313,487.9313333,435.745
"704",649.32,641.5923333,546.6146667,433.9206667,553.7743333,554.9443333,472.5,452.2396667
"705",648.3636667,615.7356667,561.963,428.3333333,561.8136667,538.686,466.5,455.6803333
"706",658.4393333,602.6873333,547.457,442.7803333,528.99,554.1283333,474.8333333,472.1883333
"707",645.1146667,599.4476667,551.2993333,441.818,555.949,551.337,484.593,472.3883333
"708",651.4146667,600.554,543.2376667,441.4696667,532.5556667,532.0916667,485.1666667,479.597
"709",640.2166667,616.9,540.4133333,438.5983333,543.722,522.8783333,488.0243333,454.8
"710",655.6173333,631.9643333,531.83,434.186,509.585,510.2816667,493.137,456.65
"711",652.5626667,623.187,536.0363333,424.8033333,550.6533333,526.5823333,484.294,455.2456667
"712",621.8223333,618.11,531.6353333,432.7613333,505.058,558.144,465.6076667,494.3943333
"713",635.014,608.5343333,544.4323333,442.6743333,524.6706667,550.343,461.5196667,491.3846667
"714",645.8886667,605.3406667,550.7243333,437.746,498.5476667,527.9113333,476.5,458.7453333
"715",620.2816667,614.901,549.9593333,428.8333333,526.7983333,519.7586667,488.3333333,470.9766667
"716",650.6696667,616.663,552.9396667,422.375,549.743,524.5643333,476.3136667,476.2443333
"717",664.9343333,603.6956667,546.4913333,442.8636667,527.2923333,542.7306667,465.3576667,472.9576667
"718",628.657,595.273,529.2386667,455.3106667,521.774,554.6173333,481.039,454.3243333
"719",622.193,613.9873333,521.8356667,431.4243333,528.0046667,544.21,488.0683333,458.1453333
"720",634.8003333,626.0676667,530.5406667,417.947,541.5416667,519.862,476.9803333,472.304
"721",626.819,627.7266667,547.7993333,420.5533333,521.7536667,526.2836667,479.6226667,462.5473333
"722",618.135,608.75,541.6683333,438.9016667,510.1973333,542.871,481.4606667,430.7196667
"723",638.978,619.7496667,546.203,462.106,536.2486667,554.3623333,469.6716667,462.7473333
"724",662.756,632.0496667,546.064,443.5983333,529.0483333,585.266,476.0586667,454.3023333
"725",633.1883333,605.934,555.6466667,422.038,512.4586667,567.285,472.8233333,437.7266667
"726",632.061,617.577,546.4423333,413.413,515.5973333,530.701,449.4903333,462.0923333
"727",621.4413333,636.2313333,537.3786667,418.5,521.9746667,549.5293333,450.3826667,464.1406667
"728",622.1466667,629.1136667,533.8303333,419.1326667,557.7233333,548.7673333,464.2156667,467.023
"729",627.0326667,618.66,528.303,424.909,532.1453333,560.9046667,481.564,469.341
"730",624.8746667,619.18,529.627,432.9996667,507.1916667,568.7636667,494.5983333,459.889
"731",650.7426667,619.669,542.575,438.5906667,500.422,561.337,482.9066667,482.093
"732",655.8546667,615.3316667,536.5736667,437.9203333,509.7386667,558.9256667,482.3333333,472.381
"733",635.345,605.5446667,544.9966667,427.0756667,532.653,533.91,492.3283333,459.7303333
"734",635.959,605.1526667,536.5383333,434.2273333,524.1503333,557.53,473.304,452.5246667
"735",613.7003333,611.5716667,526.8403333,430.4093333,531.6206667,553.2546667,461.4806667,437.8546667
"736",585.8386667,614.8993333,516.8033333,420.8333333,537.9723333,517.856,464.402,453.5516667
"737",612.8553333,610.6316667,522.7866667,425.917,549.7906667,533.665,456.6716667,485.7216667
"738",632.5243333,606.7486667,525.8426667,441.875,520.119,553.4843333,458.2943333,451.7843333
"739",615.354,611.8656667,530.5673333,450.7423333,518.1886667,565.403,466.343,452.4663333
"740",619.4363333,628.0026667,548.019,446.8106667,520.298,532.0686667,461.3136667,443.2986667
"741",630.876,633.4153333,542.172,433.3483333,493.817,503.333,461.3036667,440.8126667
"742",620.1253333,624.0793333,534.2236667,423.769,514.149,519.6756667,476.2446667,449.348
"743",584.7216667,622.0253333,522.5563333,434.2576667,511.892,516.1793333,476.549,447.209
"744",616.3656667,612.0726667,518.421,432.8216667,536.464,526.219,470.7743333,433.675
"745",616.887,603.1773333,528.7223333,422.0153333,510.456,539.5606667,477.412,435.6226667
"746",619.03,597.5776667,527.8786667,424.2726667,516.305,533.9933333,469.4116667,441.2726667
"747",608.7696667,600.8226667,531.4243333,417.5453333,498.5786667,518.1213333,452.4853333,434.759
"748",595.1646667,590.51,543.0473333,426.4773333,531.6316667,525.372,447.6666667,445.7196667
"749",606.7596667,592.5306667,525.421,437.5833333,526.995,529.552,451.25,454.6536667
"750",623.2006667,610.2016667,518.8493333,435.773,517.3203333,507.733,457.6663333,447.0996667
"751",634.71,599.7403333,533.7003333,448.227,526.5423333,521.3446667,466.8333333,465.486
"752",621.6963333,595.05,536.7536667,438.125,520.5213333,553.9783333,467.245,477.3583333
"753",627.0776667,593.6486667,542.966,416.697,519.21,543.8643333,467.7206667,482.5543333
"754",615.6866667,585.052,527.2513333,415.826,531.6183333,527.056,472.0296667,431.2453333
"755",620.965,599.2353333,525.0006667,427.9846667,520.007,528.699,471.4166667,448.6856667
"756",616.559,603.4796667,532.7086667,424.1323333,538.348,512.8076667,467.5,469.1796667
"757",595.696,604.6303333,546.958,422.0076667,510.6863333,543.27,447.3333333,447.818
"758",614.156,621.7586667,526.049,440.7463333,486.0763333,549.3033333,447.304,484.0553333
"759",629.2516667,622.9816667,519.5193333,437.985,512.1386667,505.741,454.75,459.0656667
"760",630.1133333,614.612,527.765,425.75,517.5936667,506.176,460.5293333,449.1513333
"761",627.2276667,606.1133333,533.41,426.0983333,525.795,522.0866667,477.201,435.2096667
"762",643.3616667,590.3883333,524.907,422.9583333,521.1393333,533.796,468.667,439.2746667
"763",619.468,588.4283333,519.563,412.6666667,523.816,521.5696667,450.902,467.3653333
"764",621.671,601.7516667,516.075,417.9393333,519.8506667,506.6913333,448.51,438.2366667
"765",645.7363333,594.4153333,530.6653333,428.0076667,544.5713333,510.3946667,454.4316667,445.9693333
"766",620.1313333,587.924,534.6253333,429.0986667,519.6233333,510.8086667,454.8333333,463.5383333
"767",605.7313333,603.6883333,520.8226667,433.5756667,521.875,535.945,469.8776667,448.187
"768",618.677,608.469,513.4076667,433.6703333,520.8423333,539.218,483.5,436.0973333
"769",602.5056667,607.329,516.882,432.5986667,506.7616667,518.444,463.461,422.018
"770",628.7396667,588.878,509.7316667,423.515,510.1866667,520.2963333,438.1963333,444.1023333
"771",619.7496667,576.1816667,502.9446667,426.3333333,509.8403333,534.2643333,439.6716667,445.3346667
"772",604.726,574.7813333,531.5986667,422.3596667,551.272,535.613,448.7843333,423.9653333
"773",611.9446667,581.3596667,544.6336667,408.2273333,540.9846667,544.6976667,446.794,424.3996667
"774",623.416,586.5886667,536.257,416.3596667,527.3783333,554.0813333,438.412,433.328
"775",628.798,590.8913333,523.9513333,418.636,521.8356667,531.4643333,442.6716667,437.9843333
"776",610.6266667,605.5696667,524.9703333,418.167,522.333,531.904,451.6273333,446.4246667
"777",600.697,599.5236667,529.7206667,422.7726667,491.567,553.928,446.2203333,444.8476667
"778",604.6753333,579.7323333,528.696,429.4996667,490.9193333,563.9166667,438.5393333,441.153
"779",580.135,574.4286667,530.955,418.591,513.0026667,542.1846667,448.3136667,422.42
"780",585.7393333,576.804,529.9013333,424.697,517.147,499.4136667,455.804,421.2733333
"781",613.8756667,567.2206667,523.5903333,446.5226667,531.08,491.2386667,444.941,434.716
"782",625.0906667,557.476,518.338,440.4583333,524.3603333,496.9976667,443.0293333,439.8716667
"783",614.6043333,574.3576667,511.108,433.7123333,516.5856667,509.6523333,449.8333333,441.357
"784",619.7413333,603.3666667,516.7966667,429.2386667,521.3046667,514.3353333,456.0293333,442.683
"785",616.1076667,590.538,521.706,427.2426667,527.302,532.4713333,446.6913333,454.7776667
"786",623.3716667,574.897,515.491,435.5416667,526.057,530.745,436.951,460.7823333
"787",645.0316667,582.489,511.7923333,428.606,500.152,509.0293333,441.7403333,451.7846667
"788",630.7856667,573.065,529.3843333,417.0643333,493.5936667,522.8453333,447.7546667,443.129
"789",622.7426667,590.3896667,529.4483333,423.6893333,515.084,534.0956667,469.5783333,443.9926667
"790",613.6173333,584.6036667,535.9703333,423.7006667,493.1736667,533.9773333,481.8333333,457.864
"791",634.75,562.6083333,521.2043333,427.394,498.017,521.997,469.2403333,475.8963333
"792",632.791,568.7296667,498.9936667,436.299,512.4696667,524.5993333,466.6076667,434.178
"793",630.874,579.174,507.849,433.9166667,502.3176667,528.2546667,473.0883333,425.7673333
"794",649.8013333,595.579,529.0903333,447.0263333,505.592,536.1493333,469.9316667,452.533
"795",625.398,612.928,521.8936667,444.6213333,492.4286667,535.4206667,460.0293333,461.3926667
"796",602.7016667,593.467,501.9823333,428.0116667,512.423,531.8106667,459.3236667,455.5726667
"797",612.1393333,572.609,501.8356667,426.8636667,538.504,515.3926667,469.7746667,440.9223333
"798",625.3,554.0453333,503.2056667,424.5113333,536.867,498.642,468.1273333,431.8123333
"799",623.0506667,562.8963333,496.996,411.5453333,505.7083333,507.2996667,451.667,443.3173333
"800",618.7763333,590.1876667,497.9346667,405.3563333,502.2156667,513.9556667,442.3333333,459.371
"801",630.0733333,584.835,510.1323333,422.788,513.1406667,533.4716667,441,458.228
"802",609.219,582.686,513.373,425.4846667,523.721,548.1486667,450.7056667,450.5326667
"803",611.7043333,600.9653333,512.6223333,418.985,522.361,522.4483333,458.1126667,439.1203333
"804",618.426,579.3223333,521.861,424.375,527.7153333,507.166,470.5686667,431.64
"805",625.1016667,569.349,513.9746667,435.7273333,508.9906667,522.3806667,482.7256667,453.7893333
"806",617.843,583.251,498.671,436.9356667,497.9616667,531.2536667,479.0096667,455.139
"807",588.0183333,589.185,511.19,432.8483333,500.246,507.2536667,474.461,455.931
"808",609.4756667,585.5206667,523.4476667,431.9203333,495.749,478.383,463.7256667,451.342
"809",613.5293333,589.7463333,522.9103333,422.4696667,486.1016667,507.1943333,448.7743333,462.845
"810",611.6523333,582.1126667,513.7506667,420.3976667,493.2273333,515.214,444.0393333,466.3696667
"811",605.0173333,570.0263333,513.159,419.894,501.7563333,483.6576667,465.1123333,460.231
"812",607.3406667,579.2303333,513.0816667,415.3183333,503.477,494.42,476.2156667,437.5903333
"813",606.6206667,589.6616667,516.8746667,412.818,500.341,513.882,462.6666667,431.0246667
"814",599.1296667,583.5486667,519.5733333,403.3066667,511.8286667,532.1596667,458.206,438.781
"815",609.5993333,586.7813333,514.097,403.3333333,529.322,532.5276667,462.9166667,417.4506667
"816",600.247,600.8936667,505.186,416.913,513.4283333,497.2993333,459.716,416.0376667
"817",616.2656667,617.0216667,515.9106667,420.0226667,498.4643333,494.651,462.0833333,459.7163333
"818",633.947,605.7163333,516.1476667,435.3106667,501.3653333,491.7506667,458.8823333,467.4966667
"819",622.9256667,591.7293333,523.5286667,452.1513333,508.6166667,496.5593333,447.6666667,453.467
"820",614.3373333,584.4643333,516.8676667,443.1703333,535.459,525.0856667,462,450.748
"821",620.5826667,591.122,506.2696667,424.606,541.659,510.4893333,467.3773333,451.9646667
"822",625.8526667,586.1243333,511.202,430.5,508.7676667,506.015,465.3233333,456.2466667
"823",625.6763333,571.4743333,513.2126667,434.5756667,503.706,501.5293333,468.1716667,453.453
"824",643.1153333,589.9956667,516.897,417.0946667,509.7073333,477.3736667,456.598,449.0786667
"825",612.65,579.9013333,500.621,407.7726667,516.2033333,492.1223333,459.451,442.9956667
"826",615.6756667,582.5096667,501.5703333,417.625,513.2123333,511.0296667,462.9803333,443.145
"827",601.582,582.3643333,504.0766667,407.4546667,495.032,511.0436667,468.113,445.667
"828",583.5056667,578.5393333,504.3686667,396.4733333,513.7846667,518.1696667,466.843,447.8216667
"829",586.7446667,596.3906667,515.3816667,403.4013333,535.0226667,499.3963333,453.255,448.8596667
